Isolaat,amp100-1,amp100-2,amp100-3,amp100-4,amp100-5,amp100-6,amp100-7
Cam_87,0.03474285714286,0.04974285714286,0.06274285714286,0.10174285714286,0.13074285714286,0.16974285714286,
Cam_119,0.00574285714286,0.01174285714286,0.04574285714286,0.48074285714286,0.69274285714286,0.84574285714286,
Amp_30,0.37377142857143,0.40277142857143,0.40077142857143,0.57977142857143,0.65577142857143,0.67277142857143,
Amp_44,0.37677142857143,0.40677142857143,0.41077142857143,0.53877142857143,0.62177142857143,0.58077142857143,
Amp_45,0.34977142857143,0.35077142857143,0.38777142857143,0.60377142857143,0.64577142857143,0.64877142857143,
Amp_41,0.35577142857143,0.39877142857143,0.40077142857143,0.54577142857143,0.61077142857143,0.65377142857143,
Cam_38,0.00677142857143,0.00977142857143,0.01077142857143,0.01077142857143,0.00877142857143,0.00777142857143,
Cam_41,0,0,0,0,0,0,
Cam_23,0,0,0,0,0,0,
Amp_60,0.42177142857143,0.44277142857143,0.43977142857143,0.62377142857143,0.70977142857143,0.71877142857143,
Cam_32,0,0,0.00077142857143,0.00177142857143,0.00177142857143,0.00177142857143,
Cam_27,0.30877142857143,0.33177142857143,0.38877142857143,0.48577142857143,0.51477142857143,0.53077142857143,
Cam_31,0.32577142857143,0.36577142857143,0.37677142857143,0.49577142857143,0.54777142857143,0.52977142857143,
Cam_45,0.29077142857143,0.32077142857143,0.34877142857143,0.45977142857143,0.49477142857143,0.50877142857143,
Cam_29,0.29077142857143,0.33377142857143,0.37177142857143,0.39277142857143,0.39977142857143,0.37277142857143,
Cam_22,0.30177142857143,0.32477142857143,0.37277142857143,0.46277142857143,0.46077142857143,0.44277142857143,
Cam_28,0,0,0,0,0,0,
Cam_35,0.00377142857143,0.00377142857143,0.00377142857143,0.00377142857143,0.11177142857143,0.10377142857143,
Cam_2121,0.00577142857143,0.00677142857143,0.00677142857143,0.00677142857143,0.00677142857143,0.00977142857143,
Cam_40,0,0,0,0,0,0,
Cam_37,0.46577142857143,0.47477142857143,0.48577142857143,0.51277142857143,0.53977142857143,0.56377142857143,
Cam_46,0.00177142857143,0.00177142857143,0.00177142857143,0.00177142857143,0.00177142857143,0.01377142857143,
Tet_28,0.01077142857143,0.01077142857143,0.01277142857143,0.04977142857143,0.27477142857143,0.48677142857143,
Tet_21,0.21777142857143,0.24877142857143,0.26377142857143,0.24477142857143,0.21077142857143,0.21677142857143,
Tet_33,0.14677142857143,0.16777142857143,0.17377142857143,0.19477142857143,0.29977142857143,0.27077142857143,
Tet_31,0.24077142857143,0.31877142857143,0.40677142857143,0.53077142857143,0.57477142857143,0.60477142857143,
Tet_23,0,0,0.00077142857143,0,0,0,
Tet_19,0.20877142857143,0.22177142857143,0.21677142857143,0.31277142857143,0.31877142857143,0.35277142857143,
Tet_38,0,0,0,0,0,0,
Endo_Tet_3,0.36377142857143,0.40677142857143,0.42677142857143,0.51777142857143,0.56977142857143,0.62877142857143,
Tet_49,0.34877142857143,0.36077142857143,0.39177142857143,0.45277142857143,0.40177142857143,0.35177142857143,
Tet_44,0.32977142857143,0.44277142857143,0.44177142857143,0.60777142857143,0.60977142857143,0.53477142857143,
Tet_35,0.03377142857143,0.04077142857143,0.05477142857143,0.21177142857143,0.34777142857143,0.42477142857143,
Tet_24,0.36677142857143,0.38677142857143,0.38277142857143,0.54277142857143,0.55477142857143,0.51677142857143,
Tet_65,0.26877142857143,0.32577142857143,0.38877142857143,0.55077142857143,0.71277142857143,0.75677142857143,
Tet_70,0.32877142857143,0.39377142857143,0.44277142857143,0.60377142857143,0.72377142857143,0.71977142857143,
